      0.00000000     10.00000000      0.00000000
      0.06283185     15.95615292      0.81622732
      0.12566370     21.76285362      2.00198007
      0.18849556     27.42299271      3.54795885
      0.25132740     32.93941498      5.44504595
      0.31415927     38.31489563      7.68429804
      0.37699112     43.55215454     10.25694466
      0.43982297     48.65383530     13.15438271
      0.50265479     53.62256241     16.36818314
      0.56548667     58.46088028     19.89006615
      0.62831855     63.17129517     23.71192169
      0.69115037     67.75625610     27.82578659
      0.75398225     72.21817017     32.22385788
      0.81681406     76.55935669     36.89847565
      0.87964594     80.78213501     41.84212112
      0.94247776     84.88876343     47.04743576
      1.00530958     88.88142395     52.50716400
      1.06814146     92.76229095     58.21424866
      1.13097334     96.53347778     64.16172791
      1.19380522    100.19706726     70.34275055
      1.25663710    103.75510406     76.75064087
      1.31946886    107.20954132     83.37882233
      1.38230073    110.56233215     90.22082520
      1.44513261    113.81539154     97.27037811
      1.50796449    116.97058868    104.52122498
      1.57079625    120.02980042    111.96731567
      1.63362813    122.99474335    119.60264587
      1.69646001    125.86718750    127.42136383
      1.75929189    128.64888000    135.41772461
      1.82212377    131.34149170    143.58602905
      1.88495553    133.94667053    151.92077637
      1.94778740    136.46606445    160.41650391
      2.01061916    138.90124512    169.06793213
      2.07345104    141.25375366    177.86967468
      2.13628292    143.52513123    186.81666565
      2.19911480    145.71685791    195.90388489
      2.26194668    147.83044434    205.12637329
      2.32477856    149.86749268    214.47923279
      2.38761044    151.82891846    223.95768738
      2.45044231    153.71638489    233.55706787
      2.51327419    155.53123474    243.27265930
      2.57610583    157.27476501    253.10011292
      2.63893771    158.94830322    263.03491211
      2.70176959    160.55308533    273.07272339
      2.76460147    162.09039307    283.20922852
      2.82743335    163.56140137    293.44024658
      2.89026523    164.96730042    303.76162720
      2.95309711    166.30928040    314.16934204
      3.01592898    167.58853149    324.65933228
      3.07876086    168.80613708    335.22817993
      3.14159250    169.96319580    345.87115479
      3.20442438    171.06083679    356.58508301
      3.26725626    172.10008240    367.36611938
      3.33008814    173.08201599    378.21069336
      3.39292002    174.00755310    389.11514282
      3.45575190    174.87774658    400.07598877
      3.51858377    175.69360352    411.08972168
      3.58141565    176.45605469    422.15310669
      3.64424753    177.16607666    433.26275635
      3.70707917    177.82455444    444.41540527
      3.76991105    178.43244934    455.60772705
      3.83274293    178.99060059    466.83679199
      3.89557481    179.49992371    478.09936523
      3.95840669    179.96124268    489.39245605
      4.02123833    180.37541199    500.71304321
      4.08407021    180.74324036    512.05816650
      4.14690208    181.06555176    523.42492676
      4.20973396    181.34315491    534.81054688
      4.27256584    181.57679749    546.21228027
      4.33539772    181.76725769    557.62731934
      4.39822960    181.91528320    569.05291748
      4.46106148    182.02162170    580.48651123
      4.52389336    182.08699036    591.92572021
      4.58672523    182.11207581    603.36676025
      4.64955711    182.09756470    614.80780029
      4.71238899    182.04417419    626.24786377
      4.77522087    181.95249939    637.68341064
      4.83805275    181.82339478    649.11206055
      4.90088463    181.65733337    660.53125000
      4.96371651    181.45500183    671.93896484
      5.02654839    181.21701050    683.33288574
      5.08937979    180.94401550    694.71069336
      5.15221167    180.63653564    706.07031250
      5.21504354    180.29524231    717.40948486
      5.27787542    179.92068481    728.72619629
      5.34070730    179.51339722    740.01818848
      5.40353918    179.07398987    751.28375244
      5.46637106    178.60301208    762.52062988
      5.52920294    178.10096741    773.72692871
      5.59203482    177.56842041    784.90069580
      5.65486670    177.00588989    796.04016113
      5.71769857    176.41387939    807.14331055
      5.78053045    175.79289246    818.20837402
      5.84336233    175.14343262    829.23345947
      5.90619421    174.46598816    840.21685791
      5.96902609    173.76104736    851.15686035
      6.03185797    173.02905273    862.05175781
      6.09468985    172.27050781    872.89978027
      6.15752172    171.48583984    883.69921875
      6.22035313    170.67559814    894.44903564
      6.28318501    169.84002686    905.14666748
      6.34601688    168.97969055    915.79113770
      6.40884876    168.09497070    926.38073730
      6.47168064    167.18632507    936.91406250
      6.53451252    166.25413513    947.38952637
      6.59734440    165.29885864    957.80560303
      6.66017628    164.32083130    968.16101074
      6.72300816    163.32048035    978.45434570
      6.78584003    162.29818726    988.68414307
      6.84867191    161.25434875    998.84887695
      6.91150379    160.18933105   1008.94744873
      6.97433567    159.10351562   1018.97845459
      7.03716755    157.99726868   1028.94067383
      7.09999943    156.87092590   1038.83264160
      7.16283131    155.72483826   1048.65319824
      7.22566319    154.55944824   1058.40112305
      7.28849506    153.37498474   1068.07519531
      7.35132647    152.17181396   1077.67456055
      7.41415834    150.95028687   1087.19750977
      7.47699022    149.71073914   1096.64318848
      7.53982210    148.45349121   1106.01037598
      7.60265398    147.17884827   1115.29809570
      7.66548586    145.88713074   1124.50500488
      7.72831774    144.57867432   1133.63037109
      7.79114962    143.25373840   1142.67285156
      7.85398149    141.91268921   1151.63171387
      7.91681337    140.55578613   1160.50573730
      7.97964525    139.18331909   1169.29418945
      8.04247665    137.79559326   1177.99609375
      8.10530853    136.39289856   1186.60998535
      8.16814041    134.97552490   1195.13537598
      8.23097229    133.54376221   1203.57116699
      8.29380417    132.09783936   1211.91662598
      8.35663605    130.63804626   1220.17089844
      8.41946793    129.16467285   1228.33288574
      8.48229980    127.67797852   1236.40197754
      8.54513168    126.17821503   1244.37719727
      8.60796356    124.66568756   1252.25781250
      8.67079544    123.14056396   1260.04296875
      8.73362732    121.60315704   1267.73181152
      8.79645920    120.05370331   1275.32373047
      8.85929108    118.49244690   1282.81799316
      8.92212296    116.91961670   1290.21374512
      8.98495483    115.33549500   1297.51025391
      9.04778671    113.74030304   1304.70715332
      9.11061859    112.13427734   1311.80297852
      9.17345047    110.51763916   1318.79858398
      9.23628235    108.89062500   1325.69177246
      9.29911423    107.25347137   1332.48193359
      9.36194611    105.60638428   1339.16918945
      9.42477798    103.94966125   1345.75268555
      9.48760986    102.28341675   1352.23181152
      9.55044174    100.60791779   1358.60595703
      9.61327362     98.92337799   1364.87451172
      9.67610550     97.23000336   1371.03674316
      9.73893738     95.52801514   1377.09240723
      9.80176926     93.81763458   1383.04077148
      9.86460114     92.09904480   1388.88146973
      9.92743301     90.37246704   1394.61413574
      9.99026489     88.63809967   1400.23803711
     10.05309677     86.89615631   1405.75268555
     10.11592865     85.14682770   1411.15759277
     10.17875957     83.39031219   1416.45239258
     10.24159145     81.62680817   1421.63647461
     10.30442333     79.85650635   1426.70959473
     10.36725521     78.07959747   1431.67138672
     10.43008709     76.29628754   1436.52124023
     10.49291897     74.50674438   1441.25903320
     10.55575085     72.71115875   1445.88403320
     10.61858273     70.90972137   1450.39599609
     10.68141460     69.10263062   1454.79467773
     10.74424648     67.29005432   1459.07946777
     10.80707836     65.47216034   1463.25048828
     10.86991024     63.64915085   1467.30700684
     10.93274212     61.82118225   1471.24890137
     10.99557400     59.98844147   1475.07568359
     11.05840588     58.15111160   1478.78710938
     11.12123775     56.30936050   1482.38305664
     11.18406963     54.46335983   1485.86315918
     11.24690151     52.61328125   1489.22705078
     11.30973339     50.75930023   1492.47460938
     11.37256527     48.90157700   1495.60559082
     11.43539715     47.04027557   1498.61962891
     11.49822903     45.17556763   1501.51672363
     11.56106091     43.30760956   1504.29638672
     11.62389278     41.43658066   1506.95874023
     11.68672466     39.56263351   1509.50341797
     11.74955654     37.68593216   1511.93029785
     11.81238842     35.80663300   1514.23925781
