      0.00000000      1.00000000      0.00000000
      0.03141592      0.89295119      0.02999781
      0.06283185      0.70737511      0.05537290
      0.09424778      0.46554503      0.07398713
      0.12566370      0.19376379      0.08447111
      0.15707964     -0.08037325      0.08630897
      0.18849556     -0.33067733      0.07983686
      0.21991149     -0.53477186      0.06616069
      0.25132740     -0.67599273      0.04700563
      0.28274333     -0.74463528      0.02451556
      0.31415927     -0.73846442      0.00102459
      0.34557518     -0.66248614     -0.02117594
      0.37699112     -0.52804452     -0.04005269
      0.40840703     -0.35136870     -0.05400827
      0.43982297     -0.15174206     -0.06200731
      0.47123888      0.05051008     -0.06364158
      0.50265479      0.23601387     -0.05913186
      0.53407073      0.38813159     -0.04926962
      0.56548667      0.49438071     -0.03530823
      0.59690261      0.54737496     -0.01881653
      0.62831855      0.54522491     -0.00151110
      0.65973443      0.49139223      0.01491556
      0.69115037      0.39404589      0.02895443
      0.72256631      0.26500687      0.03941254
      0.75398225      0.11840916      0.04550769
      0.78539813     -0.03077948      0.04691841
      0.81681406     -0.16822959      0.04378745
      0.84823000     -0.28157362      0.03668059
      0.87964594     -0.36146528      0.02650807
      0.91106188     -0.40228939      0.01441761
      0.94247776     -0.40247443      0.00167142
      0.97389370     -0.36440390     -0.01048058
      1.00530958     -0.29395553     -0.02091876
      1.03672552     -0.19973621     -0.02875249
      1.06814146     -0.09210357     -0.03339125
      1.09955740      0.01792243     -0.03458299
      1.13097334      0.11974529     -0.03241811
      1.16238928      0.20417400     -0.02730065
      1.19380522      0.26421344     -0.01989130
      1.22522116      0.29559937     -0.01102952
      1.25663710      0.29704198     -0.00164321
      1.28805292      0.27017325      0.00734472
      1.31946886      0.21921888      0.01510373
      1.35088480      0.15044391      0.02096914
      1.38230073      0.07143626      0.02449546
      1.41371667     -0.00969194      0.02548581
      1.44513261     -0.08510630      0.02399589
      1.47654855     -0.14797823      0.02031380
      1.50796449     -0.19307427      0.01491895
      1.53938043     -0.21715948      0.00842515
      1.57079625     -0.21918644      0.00151441
      1.60221219     -0.20026572     -0.00513196
      1.63362813     -0.16343273     -0.01089802
      1.66504407     -0.11324577     -0.01528786
      1.69646001     -0.05526271     -0.01796564
      1.72787595      0.00454607     -0.01877806
      1.75929189      0.06038949     -0.01775812
      1.79070783      0.10719535     -0.01511099
      1.82212377      0.14104994     -0.01118435
      1.85353959      0.15950133     -0.00642690
      1.88495553      0.16170622     -0.00133980
      1.91637146      0.14841489      0.00357407
      1.94778740      0.12180586      0.00785802
      1.97920334      0.08519435      0.01114219
      2.01061916      0.04265025      0.01317356
      2.04203510     -0.00143321      0.01383312
      2.07345104     -0.04277613      0.01313924
      2.10486698     -0.07761185      0.01123780
      2.13628292     -0.10301455      0.00838084
      2.16769886     -0.11712767      0.00489629
      2.19911480     -0.11927708      0.00115233
      2.23053074     -0.10996533     -0.00247994
      2.26194668     -0.09075438     -0.00566197
      2.29336262     -0.06405456     -0.00811799
      2.32477856     -0.03284538     -0.00965751
      2.35619450     -0.00035889     -0.01018839
      2.38761044      0.03024246     -0.00971976
      2.41902637      0.05616220     -0.00835521
      2.45044231      0.07521392     -0.00627733
      2.48185825      0.08599299     -0.00372571
      2.51327419      0.08796390     -0.00097080
      2.54468989      0.08145966      0.00171360
      2.57610583      0.06759907      0.00407659
      2.60752177      0.04813381      0.00591259
      2.63893771      0.02524465      0.00707830
      2.67035365      0.00130890      0.00750253
      2.70176959     -0.02133715      0.00718877
      2.73318553     -0.04061778      0.00621045
      2.76460147     -0.05489970      0.00469979
      2.79601741     -0.06312108      0.00283177
      2.82743335     -0.06485873      0.00080504
      2.85884929     -0.06033062     -0.00117846
      2.89026523     -0.05033717     -0.00293280
      2.92168117     -0.03615087     -0.00430481
      2.95309711     -0.01936749     -0.00518670
      2.98451304     -0.00173526     -0.00552363
      3.01592898      0.01502019     -0.00531578
      3.04734492      0.02935849     -0.00461509
      3.07876086      0.04005995     -0.00351724
      3.11017656      0.04632254     -0.00215003
      3.14159250      0.04781342     -0.00065929
      3.17300844      0.04467279      0.00080603
      3.20442438      0.03747271      0.00210819
      3.23584032      0.02713721      0.00313309
      3.26725626      0.01483362      0.00379972
      3.29867220      0.00184736      0.00406591
      3.33008814     -0.01054724      0.00393001
      3.36150408     -0.02120735      0.00342870
      3.39292002     -0.02922248      0.00263119
      3.42433596     -0.03398727      0.00163078
      3.45575190     -0.03524094      0.00053450
      3.48716784     -0.03307184     -0.00054780
      3.51858377     -0.02788826     -0.00151411
      3.54999971     -0.02036086     -0.00227945
      3.58141565     -0.01134340     -0.00278298
      3.61283159     -0.00178079     -0.00299231
      3.64424753      0.00738611     -0.00290493
      3.67566323      0.01530958     -0.00254667
      3.70707917      0.02131018     -0.00196759
      3.73849511      0.02493130     -0.00123575
      3.76991105      0.02596942     -0.00042972
      3.80132699      0.02447850      0.00036952
      3.83274293      0.02074961      0.00108644
      3.86415887      0.01526932      0.00165776
      3.89557481      0.00866184      0.00203780
      3.92699075      0.00162163      0.00220176
      3.95840669     -0.00515675      0.00214680
      3.98982263     -0.01104466      0.00189110
      4.02123833     -0.01553522      0.00147080
      4.05265427     -0.01828427      0.00093557
      4.08407021     -0.01913347      0.00034306
      4.11548615     -0.01811436     -0.00024704
      4.14690208     -0.01543416     -0.00077881
      4.17831802     -0.01144569     -0.00120516
      4.20973396     -0.00660524     -0.00149180
      4.24114990     -0.00142310     -0.00161974
      4.27256584      0.00358812     -0.00158622
      4.30398178      0.00796233     -0.00140395
      4.33539772      0.01132151     -0.00109903
      4.36681366      0.01340642     -0.00070770
